UPV (m/s),ER (ohm-cm),FS (MPa),TS (MPa),CS (MPa)
3672.7606,4.3769,1.3626,2.2278,27.3392
3491.2494,4.3802,1.3794,2.2722,27.3547
3454.7936,4.4616,1.3445,2.2287,27.4159
3451.4022,4.5137,1.3451,2.2606,27.374
3450.9641,4.5142,1.3652,2.2246,27.4456
3669.4018,4.4881,1.3982,2.3249,27.3472
3574.3644,4.3538,1.3661,2.2877,27.457
3663.8064,4.621,1.3471,2.3332,27.4004
3538.1912,4.5186,1.364,2.325,27.4215
3676.6215,4.6846,1.3867,2.2759,27.4584
3724.9551,4.5368,1.3799,2.2219,27.3686
3561.6251,4.4077,1.3968,2.299,27.3846
3516.6695,4.5895,1.3766,2.2251,27.3909
3536.8435,4.4303,1.3841,2.2797,27.4287
3525.7749,4.6588,1.384,2.2915,27.4355
3625.3469,4.4288,1.3701,2.3171,27.345
3651.1864,4.4602,1.3461,2.2533,27.4604
3672.9205,4.5082,1.3426,2.3254,27.4625
3688.6804,4.4313,1.4259,2.2959,27.4591
3650.1822,4.5203,1.3432,2.2191,27.4643
3692.5513,4.6237,1.3686,2.2389,27.4622
3672.4444,4.5507,1.4227,2.2576,27.4604
3721.0459,4.603,1.3861,2.2527,27.4608
3662.9636,4.5795,1.4362,2.2354,27.4686
3687.015,4.4406,1.3965,2.3028,27.466
3698.1881,4.4277,1.3831,2.3063,27.4637
3704.0565,4.4805,1.3798,2.2983,27.4687
3729.1348,4.6867,1.3427,2.2331,27.4596
3660.7393,4.6189,1.4148,2.2804,27.4668
3738.7008,4.6574,1.4152,2.3211,27.4667
3671.8929,4.3968,1.4176,2.2809,27.4647
3747.5273,4.3965,1.4118,2.2153,27.4605
3740.2798,4.4487,1.3644,2.2612,27.4651
3735.1234,4.5482,1.3368,2.2308,27.4618
3654.1951,4.571,1.3743,2.2948,27.4599
3671.0612,4.6678,1.4347,2.3228,27.4608
3600.4361,4.2847,1.4076,2.2093,27.3244
3578.5217,4.2455,1.4309,2.2431,27.4581
3598.8873,3.959,1.4366,2.229,27.4303
3569.5193,4.0153,1.4377,2.2604,27.4609
3574.6096,3.9863,1.4422,2.207,27.398
3575.4661,3.9284,1.4235,2.2479,27.4675
3630.7058,4.0258,1.4321,2.2276,27.324
3591.7315,4.2994,1.4339,2.2042,27.4378
3641.6053,4.3117,1.4386,2.2685,27.4545
3570.0543,4.0019,1.4217,2.2172,27.4198
3587.3548,4.0505,1.4084,2.2457,27.3956
3630.4937,3.957,1.4258,2.2602,27.4532
3593.1695,3.9893,1.4381,2.2197,27.3081
3646.3521,4.0921,1.4388,2.2644,27.4158
3577.6561,4.018,1.3992,2.2666,27.4214
3646.5466,3.9827,1.4279,2.222,27.4596
3574.3877,4.1648,1.4379,2.2602,27.4213
3634.0604,4.2726,1.4009,2.228,27.4621
3586.0066,4.1452,1.4045,2.2138,27.3876
3615.647,4.2335,1.4081,2.2588,27.3461
3381.0677,3.9741,1.3976,2.2232,29.1709
3259.1627,3.9535,1.397,2.2261,27.5728
3363.6208,4.1228,1.4001,2.2519,27.5461
3541.1675,4.0761,1.3955,2.2627,29.6025
3495.9669,3.9921,1.4005,2.2445,29.9802
3538.2535,4.242,1.3998,2.258,28.8836
3555.2162,3.9274,1.3989,2.2681,27.6297
3390.7024,4.1278,1.3974,2.2631,29.746
3276.1976,4.038,1.4002,2.2666,28.3058
3300.3558,4.0471,1.4009,2.2602,28.1755
3422.9563,4.1828,1.3945,2.2415,29.5112
3530.5117,4.1064,1.3998,2.232,27.3379
3432.4472,4.1718,1.3987,2.2304,27.4504
3439.5929,4.0795,1.3973,2.2656,29.2797
3357.5146,4.0363,1.3981,2.2671,29.0894
3383.0004,3.9846,1.3996,2.2644,28.8609
3499.5608,4.13,1.3985,2.2487,29.4622
3365.9392,4.1307,1.3996,2.2569,29.3959
3458.9025,4.1431,1.3947,2.2427,29.6147
3285.0333,4.111,1.3969,2.2207,28.1577
3572.8028,4.3197,1.3735,2.2464,30.6495
3570.6415,4.3197,1.3576,2.2877,30.5731
3479.0881,4.3197,1.3595,2.245,30.4831
3478.4366,4.3197,1.3432,2.2567,30.2949
3278.9128,4.3197,1.361,2.2954,30.6987
3394.5031,4.3197,1.3608,2.2231,30.45
3545.3458,4.3197,1.3437,2.3341,30.6019
3363.9406,4.3197,1.3509,2.3239,30.6768
3307.0857,4.3197,1.352,2.3109,30.3192
3511.7705,4.3197,1.3934,2.2264,30.3322
3482.164,4.3197,1.3877,2.3268,30.5691
3287.596,4.3197,1.3934,2.2825,30.533
3543.4645,4.3197,1.346,2.2511,30.7607
3379.7309,4.3197,1.3761,2.2178,30.7093
3641.1314,4.3197,1.3713,2.2661,30.673
3582.5278,4.3197,1.3962,2.3353,30.2892
3477.8701,4.3197,1.3994,2.2965,30.3013
3419.1708,4.3197,1.3382,2.2818,30.3101
3593.7375,4.3197,1.3907,2.3082,30.7089
3318.0922,4.3197,1.34,2.2544,30.7902
3663.8924,4.3197,1.3618,2.2447,29.6825
3672.574,4.3197,1.344,2.2874,30.6021
3673.3627,4.3197,1.41,2.3257,29.6175
3673.0128,4.3197,1.345,2.2146,30.6383
3671.0417,4.3197,1.3425,2.3219,30.6264
3660.9173,4.3197,1.4125,2.2369,29.7542
3661.8695,4.3197,1.3359,2.2322,30.2741
3668.2769,4.3197,1.353,2.2889,29.7324
3675.9733,4.3197,1.366,2.3326,29.5735
3666.6466,4.3197,1.3705,2.3332,29.8501
3667.34,4.3197,1.4146,2.2908,29.5887
3677.8373,4.3197,1.3988,2.2406,30.4308
3668.1598,4.3197,1.3926,2.2168,29.5971
3672.9574,4.3197,1.3995,2.273,29.2043
3669.1072,4.3197,1.3362,2.328,29.3771
3673.833,4.3197,1.3746,2.2817,30.6785
3660.9545,4.3197,1.3959,2.2912,30.2114
3674.2147,4.3197,1.3458,2.2954,30.2068
3665.4527,4.3197,1.3658,2.2964,29.6803
3673.8561,4.3197,1.4009,2.2075,29.8255
3554.0613,4.3197,1.4459,2.2442,29.451
3615.2264,4.3197,1.4445,2.2205,29.293
3590.631,4.3197,1.426,2.2678,29.2325
3502.2335,4.3197,1.4373,2.2064,29.1878
3643.3786,4.3197,1.4298,2.2429,29.4445
3536.5438,4.3197,1.4317,2.2512,29.2324
3504.756,4.3197,1.4297,2.2693,29.3008
3640.4012,4.3197,1.415,2.2732,29.362
3548.8919,4.3197,1.4174,2.2159,29.2411
3559.0147,4.3197,1.4039,2.204,29.3958
3606.3361,4.3197,1.4262,2.2124,29.3368
3557.7011,4.3197,1.406,2.2153,29.2122
3559.0019,4.3197,1.4113,2.2439,29.4482
3621.5674,4.3197,1.4167,2.2437,29.193
3552.0488,4.3197,1.4007,2.257,29.2655
3614.9115,4.3197,1.4234,2.2115,29.2442
3511.4367,4.3197,1.4155,2.2555,29.3542
3546.1831,4.3197,1.4051,2.2412,29.1896
3583.4441,4.3197,1.4173,2.2364,29.3071
3593.6269,4.3197,1.3936,2.2455,29.1946
3461.7642,4.3657,1.3928,2.2741,29.2775
3484.861,4.3274,1.3929,2.2741,27.7669
3452.7579,4.7411,1.3929,2.2741,28.8746
3475.4354,4.8499,1.393,2.2741,28.1734
3466.0169,4.6912,1.3929,2.2741,27.3623
3483.841,4.4793,1.3929,2.2741,28.5579
3480.7477,4.432,1.3929,2.2741,27.9684
3473.7595,4.8986,1.3927,2.2741,27.8261
3492.354,4.5614,1.3927,2.2741,28.5575
3474.1183,4.6856,1.3932,2.2741,28.0567
3478.1019,4.8649,1.3927,2.2741,29.2832
3462.6634,4.692,1.3932,2.2741,27.4313
3452.0069,4.4102,1.3928,2.2741,29.1086
3477.9091,4.4562,1.3931,2.2741,28.9317
3451.5299,4.8726,1.393,2.2741,27.7368
3474.9928,4.6098,1.3931,2.2741,28.434
3489.3651,4.6056,1.3929,2.2741,27.8016
3474.5477,4.6343,1.3931,2.2741,28.6399
3497.6036,4.8487,1.393,2.2741,28.9165
3462.8302,4.6043,1.3931,2.2741,29.4462
3449.4566,4.8944,1.3936,2.2741,28.8604
3396.9749,4.7585,1.3942,2.2741,28.2891
3426.6568,4.8139,1.3942,2.2741,28.3411
3408.6469,4.8756,1.3938,2.2741,28.7117
3373.5952,4.8511,1.3938,2.2741,27.4216
3371.1306,4.8548,1.3935,2.2741,28.0225
3358.7645,4.8514,1.3939,2.2741,29.0934
3398.5763,4.7239,1.394,2.2741,28.9146
3424.6439,4.8285,1.3941,2.2741,27.5761
3448.7931,4.8268,1.3937,2.2741,27.5874
3402.9273,4.8173,1.394,2.2741,27.4988
3426.8102,4.8473,1.3935,2.2741,27.3007
3409.1104,4.7396,1.3933,2.2741,28.274
3448.8694,4.7996,1.3934,2.2741,28.8188
3392.7999,4.8002,1.3941,2.2741,28.9767
3424.2642,4.893,1.3941,2.2741,28.5274
3364.5845,4.8395,1.3935,2.2741,27.5374
3369.3534,4.8432,1.3934,2.2741,28.763
3409.7203,4.7436,1.3939,2.2741,27.5789
3429.4883,4.8491,1.3937,2.2741,27.5971
3392.7946,4.5186,3.0281,1.4281,17.6885
3334.3115,4.574,3.0255,1.357,17.6356
3357.6499,4.396,3.0241,1.4602,17.0863
3355.4572,4.5064,3.0293,1.3566,17.4402
3375.3052,4.3586,3.0396,1.3777,17.266
3321.4695,4.6932,3.0145,1.4362,17.4589
3329.1598,4.464,3.0142,1.4413,17.3299
3387.063,4.6562,3.0209,1.372,17.3441
3314.412,4.7042,3.0313,1.3548,17.1392
3355.8726,4.4403,3.0217,1.4848,17.2045
3390.9522,4.6487,3.0101,1.5585,16.9992
3358.476,4.3378,3.0111,1.4805,17.7886
3311.1182,4.6608,3.024,1.3797,17.5526
3346.5134,4.4515,3.0188,1.5205,17.7964
3338.4798,4.438,3.0122,1.4139,17.1242
3329.1112,4.6713,3.0279,1.4899,17.7863
3358.2388,4.5237,3.0316,1.4777,17.6758
3367.2434,4.422,3.0244,1.3326,17.4859
3303.6067,4.6892,3.0097,1.3964,17.3659
3312.1981,4.6369,3.0174,1.5387,17.2064
3315.0061,4.6331,3.0368,1.4837,16.8225
3397.5395,3.9381,3.0268,1.5254,17.5412
3370.0582,4.6214,3.0346,1.4928,17.7671
3403.4546,4.301,3.0298,1.5174,16.8014
3348.5972,4.6313,3.0259,1.541,16.9334
3348.5929,4.6447,3.0357,1.5559,16.873
3397.1954,4.2745,3.0342,1.4458,16.9734
3396.7141,3.9912,3.04,1.4923,17.2797
3355.3893,4.6643,3.0347,1.4884,17.3186
3336.0464,4.0216,3.028,1.528,16.7343
3338.7802,4.3264,3.0343,1.4552,17.4193
3355.2045,4.4443,3.0254,1.5093,16.7365
3318.4189,4.0659,3.0315,1.5324,16.7715
3306.5735,3.9688,3.0383,1.5557,16.6847
3397.3007,4.2023,3.03,1.5465,17.1608
3311.8759,3.9444,3.0382,1.5026,16.9822
3322.5215,4.3152,3.0268,1.4787,16.5492
3373.6118,4.002,3.0296,1.523,17.2455
3335.621,4.2847,3.0248,1.5593,17.7729
3394.0753,4.0689,3.0371,1.4846,16.6648
3422.4452,4.2694,3.0099,1.4215,16.797
3410.0209,4.2495,3.0146,1.3828,16.6591
3422.6441,4.2336,3.0168,1.3353,16.9798
3421.8451,4.2738,3.0227,1.389,16.5938
3425.7306,3.9394,3.0226,1.3421,16.8077
3426.0232,4.3127,3.0193,1.3943,16.784
3414.8575,4.2719,3.01,1.3398,16.6752
3417.6304,4.1814,3.0087,1.4002,16.5528
3411.5453,4.2044,3.0146,1.4282,16.4944
3410.7408,4.2996,3.0176,1.3935,16.6921
3418.9743,4.0967,3.0138,1.3981,16.5738
3411.535,4.2848,3.0145,1.3287,16.8443
3415.2484,4.3131,3.0149,1.3291,16.6668
3415.5044,4.1002,3.0117,1.4077,16.9021
3418.2882,4.0251,3.0105,1.3346,16.8485
3421.4788,4.1742,3.0094,1.3501,16.767
3409.3362,4.162,3.0108,1.334,16.5701
3422.686,3.931,3.0163,1.3712,16.96
3422.3492,4.1377,3.0184,1.4007,16.6143
3413.5706,4.1309,3.0167,1.3958,16.9436
3391.9922,4.6818,3.0092,1.4951,17.1629
3423.1449,4.3887,3.0312,1.4749,17.2844
3422.45,4.5541,3.0277,1.461,17.0523
3421.8824,4.3221,3.0176,1.5173,17.5008
3392.5057,4.6374,3.0195,1.3609,17.1278
3421.5628,4.5498,3.0118,1.389,17.0178
3423.0769,4.4309,3.0381,1.4143,17.5682
3413.7971,4.4104,3.0359,1.3508,17.2632
3396.3046,4.3577,3.0264,1.4998,17.5174
3391.6809,4.5285,3.0228,1.403,17.2928
3396.2115,4.3737,3.0282,1.4661,17.4904
3424.353,4.621,3.0313,1.5355,16.9988
3404.6036,4.3379,3.0113,1.3941,17.7203
3419.9189,4.3246,3.0316,1.5003,17.631
3405.4327,4.6436,3.0188,1.4382,17.5866
3392.8124,4.6475,3.0201,1.4238,17.6412
3412.3644,4.3882,3.0141,1.5204,17.2923
3392.3225,4.6292,3.0292,1.4494,17.4822
3399.7571,4.4404,3.0248,1.4382,17.4483
3425.0225,4.6855,3.0127,1.5282,17.4114
3385.8036,4.3665,3.0287,1.5455,17.6349
3364.6992,4.6319,3.0254,1.5462,17.6501
3380.585,4.5006,3.0367,1.5453,17.5334
3367.7239,4.4257,3.0377,1.4844,17.6621
3364.2867,4.398,3.0326,1.4463,17.3308
3375.2469,4.3786,3.0386,1.4919,17.2265
3376.2537,4.5275,3.0372,1.5119,17.7756
3370.0016,4.373,3.0348,1.5597,17.4852
3381.3888,4.4633,3.0337,1.4559,17.7428
3370.8761,4.6257,3.0314,1.4466,17.3322
3363.5333,4.6574,3.0256,1.4447,17.2247
3366.5559,4.6555,3.036,1.4528,17.7544
3369.0302,4.4084,3.0305,1.5395,17.2533
3369.7357,4.5156,3.0326,1.495,17.7824
3372.4822,4.5825,3.0383,1.5023,17.4001
3371.1825,4.3862,3.0376,1.4596,17.3427
3378.9625,4.4256,3.037,1.5176,17.4861
3372.0291,4.6986,3.029,1.455,17.2843
3387.8469,4.3993,3.0257,1.4888,17.2765
3383.8891,4.4151,3.0285,1.4704,17.4333
3395.9637,6.2519,3.1381,1.2874,19.3014
3408.5573,6.4797,3.1381,1.3158,19.3525
3393.5183,6.8391,3.1381,1.2944,19.3297
3394.6971,6.2854,3.1381,1.2557,19.2399
3407.5073,6.8757,3.1381,1.2913,19.2816
3398.8107,6.6105,3.1381,1.3156,19.6076
3410.1212,6.8882,3.1381,1.2318,19.8145
3402.1322,7.0065,3.1381,1.309,19.44
3401.1228,6.253,3.1381,1.241,19.4759
3403.9408,6.9881,3.1381,1.223,19.8431
3396.5627,6.3959,3.1381,1.2526,19.8183
3410.8887,5.9497,3.1381,1.2908,19.6462
3398.046,6.9404,3.1381,1.3091,19.8456
3410.2845,6.4014,3.1381,1.2605,19.7039
3406.6725,6.913,3.1381,1.2457,19.4286
3410.1024,6.9375,3.1381,1.2921,19.637
3400.1229,6.1222,3.1381,1.224,19.3694
3391.4666,6.0136,3.1381,1.2576,19.4023
3401.4725,6.7268,3.1381,1.2698,19.6484
3403.2429,6.4023,3.1381,1.3022,19.5509
3270.2937,5.9139,3.1381,1.2796,19.9302
3239.1618,6.2497,3.1381,1.3075,19.966
3234.657,6.9615,3.1381,1.2642,19.9936
3373.156,6.5898,3.1381,1.2838,19.9624
3288.4279,6.5756,3.1381,1.2806,19.9564
3388.4674,6.9121,3.1381,1.2969,19.9624
3236.8668,6.8734,3.1381,1.2997,19.9489
3342.6307,6.0607,3.1381,1.317,19.8686
3249.3249,5.953,3.1381,1.2932,19.9879
3210.8134,6.9243,3.1381,1.2708,20.0397
3199.6827,6.3851,3.1381,1.2807,19.9195
3399.0422,6.064,3.1381,1.2607,20.035
3229.4606,6.1562,3.1381,1.2837,19.918
3264.6196,6.2527,3.1381,1.2885,20.0191
3302.2501,6.7897,3.1381,1.3146,19.9382
3347.5953,6.2599,3.1381,1.2801,19.9305
3346.8446,5.9145,3.1381,1.2949,19.8939
3211.3852,6.8684,3.1381,1.3036,19.8766
3201.5264,7.0589,3.1381,1.2742,19.9109
3200.13,7.0442,3.1381,1.2673,19.9891
3234.8939,6.296,3.1381,1.2282,21.0668
3205.0547,6.3296,3.1381,1.2339,20.95
3207.385,6.6098,3.1381,1.2056,20.0532
3252.2839,5.9554,3.1381,1.2554,21.1459
3210.861,6.017,3.1381,1.2388,21.2496
3209.0825,6.7166,3.1381,1.2584,21.0511
3244.7773,6.4624,3.1381,1.2576,20.0963
3222.3449,6.9833,3.1381,1.2228,20.5362
3241.7415,7.0542,3.1381,1.2305,20.9638
3204.8037,5.9966,3.1381,1.2274,20.9968
3201.2873,6.9447,3.1381,1.2439,20.3344
3206.3812,6.4248,3.1381,1.2206,20.3931
3208.3708,6.0028,3.1381,1.2236,20.9228
3227.721,6.2352,3.1381,1.2188,20.6664
3211.196,6.2772,3.1381,1.2243,20.8581
3254.6397,6.2061,3.1381,1.234,20.3504
3198.231,6.0103,3.1381,1.2177,20.2726
3243.1021,6.5091,3.1381,1.2027,21.1281
3238.9176,6.9994,3.1381,1.229,21.0458
3240.2919,6.7867,3.1381,1.2147,21.2655
3293.8759,6.9176,3.1381,1.3179,21.311
3303.0516,6.5131,3.1381,1.2763,21.2832
3295.3306,6.0384,3.1381,1.2338,21.3143
3272.3092,5.892,3.1381,1.2724,21.168
3306.8395,6.0346,3.1381,1.2763,21.279
3282.5845,7.0244,3.1381,1.3084,21.0158
3279.461,6.2761,3.1381,1.2739,21.3143
3310.6683,6.7261,3.1381,1.3123,21.3349
3318.853,5.9485,3.1381,1.2317,21.1427
3299.435,6.5726,3.1381,1.225,21.0621
3266.4893,6.095,3.1381,1.2538,21.2346
3314.2455,6.7888,3.1381,1.3045,21.2844
3298.9111,6.1855,3.1381,1.2426,21.2245
3346.9975,6.1663,3.1381,1.2144,21.2727
3287.3407,6.9234,3.1381,1.2913,21.1603
3276.9299,6.2114,3.1381,1.3067,21.0119
3262.4736,5.9599,3.1381,1.2239,21.1158
3258.7292,6.4662,3.1381,1.2806,21.3134
3270.868,6.0645,3.1381,1.2622,21.205
3276.216,6.9483,3.1381,1.3027,21.331
3328.2934,6.8362,3.1381,1.3014,20.5512
3302.4822,6.801,3.1381,1.3011,20.6103
3339.1122,7.0242,3.1381,1.3059,20.1298
3318.359,6.5393,3.1381,1.3107,20.2877
3316.2081,6.8051,3.1381,1.2627,20.5645
3327.026,6.9742,3.1381,1.279,20.2174
3339.8086,7.0362,3.1381,1.2718,20.8601
3303.7696,6.6249,3.1381,1.2875,20.6457
3310.4398,7.0623,3.1381,1.2708,20.1895
3311.3465,6.96,3.1381,1.3035,20.1978
3334.3733,6.6776,3.1381,1.2781,20.371
3299.5174,6.7928,3.1381,1.269,20.4518
3312.7223,6.6155,3.1381,1.3138,20.6854
3336.4883,6.9768,3.1381,1.2623,20.1821
3337.3581,6.6041,3.1381,1.2778,20.8709
3314.4279,6.9043,3.1381,1.3144,20.3565
3340.5612,6.748,3.1381,1.2637,20.4279
3341.6159,6.5341,3.1381,1.2625,20.2694
3301.7694,6.5962,3.1381,1.2961,20.6387
3333.7553,6.6721,3.1381,1.2851,20.3402
3662.4613,5.8905,3.7541,1.9721,24.0058
3660.874,5.8905,3.753,1.8681,23.7177
3658.3307,5.8905,3.7268,1.9789,23.8468
3658.584,5.8905,3.7346,1.8828,24.0867
3662.439,5.8905,3.7551,1.9746,23.8452
3660.4285,5.8905,3.7558,1.9755,23.7222
3656.552,5.8905,3.7558,1.9288,23.8846
3657.2886,5.8905,3.7489,1.9304,23.7391
3661.1874,5.8905,3.7494,1.9089,23.9616
3660.2381,5.8905,3.7318,1.9871,23.7691
3658.2501,5.8905,3.7307,1.9557,23.8132
3662.9649,5.8905,3.7484,1.9965,23.9269
3659.9061,5.8905,3.7476,1.9934,24.0831
3662.3357,5.8905,3.7412,1.8703,23.7207
3659.3469,5.8905,3.7358,1.9094,24.0073
3660.2479,5.8905,3.7542,1.9318,23.9518
3656.0868,5.8905,3.7371,1.8686,24.0726
3658.3966,5.8905,3.7528,1.9563,23.5545
3658.9585,5.8905,3.7327,1.9061,23.737
3657.6591,5.8905,3.7372,1.8731,23.9088
3658.7958,6.0305,3.7298,1.9316,23.7118
3659.1813,5.9381,3.728,1.9832,23.782
3657.0816,5.9914,3.7271,1.9971,23.1217
3656.5843,6.0448,3.7276,1.9368,23.2406
3658.9937,6.274,3.7407,1.9501,23.2872
3656.9728,6.021,3.7407,1.9857,23.1913
3656.6838,6.1093,3.7309,1.9854,24.0331
3657.4546,6.1928,3.7344,1.9349,23.6193
3656.3511,6.1068,3.7427,1.9921,23.4785
3656.0358,6.0036,3.733,1.9927,23.7675
3656.1482,6.0801,3.731,1.9961,23.1163
3658.0087,6.1518,3.7318,1.9576,22.9224
3656.9119,6.2641,3.7336,1.9749,23.7117
3657.8093,6.247,3.7411,1.9609,23.0943
3658.1337,6.2237,3.7285,1.9696,23.9092
3656.6212,6.1913,3.7283,1.9536,22.9492
3656.24,5.9427,3.7395,1.9534,23.908
3659.325,6.1501,3.7408,1.9737,23.2905
3658.3788,6.1245,3.7342,1.9306,23.5955
3658.5548,6.0599,3.7408,1.9744,22.9903
3661.4898,6.2832,3.7441,1.8804,23.0394
3661.2323,6.2832,3.7561,1.9257,23.0306
3660.8527,6.2832,3.7522,1.867,23.2725
3659.7602,6.2832,3.7458,1.904,22.9454
3660.7812,6.2832,3.7473,1.8629,23.0055
3662.176,6.2832,3.7446,1.9103,23.3265
3660.1455,6.2832,3.7446,1.9221,22.7513
3661.3167,6.2832,3.7556,1.9077,23.3323
3662.3536,6.2832,3.7562,1.9063,22.843
3661.1744,6.2832,3.7478,1.8839,23.1414
3660.735,6.2832,3.7567,1.8867,23.091
3662.2694,6.2832,3.754,1.8789,23.1464
3659.855,6.2832,3.7528,1.9175,22.9503
3662.4422,6.2832,3.7491,1.9031,23.1122
3661.6825,6.2832,3.7511,1.8838,23.2313
3660.7359,6.2832,3.7497,1.8672,22.7369
3659.8076,6.2832,3.7442,1.8944,22.7773
3662.9661,6.2832,3.7506,1.879,23.3335
3659.7945,6.2832,3.7514,1.921,23.1316
3662.3081,6.2832,3.759,1.9235,22.8693
3661.9023,6.2832,3.729,1.9732,23.6011
3656.281,6.2832,3.7514,1.8701,23.4254
3657.3876,6.2832,3.7529,1.8863,23.5168
3662.1542,6.2832,3.7318,1.9688,23.5102
3656.8707,6.2832,3.728,1.9531,23.5563
3656.9292,6.2832,3.7423,1.9233,23.4443
3659.8075,6.2832,3.7416,1.9834,23.5665
3662.6975,6.2832,3.7455,1.9147,23.4252
3661.951,6.2832,3.727,1.9498,23.9012
3656.0688,6.2832,3.755,1.992,23.4081
3659.5569,6.2832,3.7572,1.8997,23.9299
3656.4867,6.2832,3.7297,1.9591,23.5983
3662.6183,6.2832,3.7418,1.9629,23.3788
3660.8352,6.2832,3.7368,1.8834,23.563
3656.8555,6.2832,3.7518,1.9372,23.8087
3662.7425,6.2832,3.7399,1.8659,23.8453
3656.2731,6.2832,3.7505,1.9533,23.6894
3659.4292,6.2832,3.7521,1.9513,23.7776
3656.6101,6.2832,3.7501,1.8762,23.9071
3658.9837,6.2832,3.7421,1.9828,23.3834
3658.5288,6.1565,3.7335,1.9859,23.8408
3659.1627,6.137,3.7302,1.9596,23.9533
3658.7497,6.1521,3.729,1.9954,23.8881
3658.0491,6.1409,3.7423,1.9406,23.6588
3658.7684,6.1929,3.7413,1.956,23.6581
3658.619,6.1345,3.7412,1.9693,23.5899
3657.0998,6.2767,3.7379,1.9526,23.719
3657.7575,6.1698,3.7382,1.9721,23.9426
3658.5959,6.1835,3.736,1.9276,23.5703
3657.8704,6.2521,3.7302,1.9482,23.6238
3658.4432,6.1722,3.7268,1.984,23.8486
3658.3692,6.1436,3.7386,1.9395,23.7359
3658.6818,6.2718,3.736,1.9765,23.5432
3658.2214,6.1355,3.7336,1.9611,23.6608
3657.8865,6.185,3.7309,1.9539,23.6069
3658.142,6.2337,3.7298,1.9975,23.7842
3658.8011,6.195,3.7422,1.9433,23.7679
3658.1513,6.2697,3.7342,1.9829,23.7285
3656.2066,6.2445,3.7402,1.9835,23.8559
3657.199,6.2286,3.7398,1.942,23.6462
3727.1999,4.7124,3.8824,2.0358,26.2592
3778.0669,4.7124,3.9813,2.1356,26.1464
3763.5911,4.7124,4.0099,2.1202,26.2227
3772.6406,4.7124,3.9433,2.1027,26.1963
3731.9068,4.7124,3.9825,2.1541,26.1546
3739.2328,4.7124,4.0135,2.1202,26.0231
3776.4517,4.7124,3.9591,2.1104,26.1245
3704.821,4.7124,3.9528,2.0629,26.4173
3779.9829,4.7124,4.0327,2.1253,25.9047
3732.2013,4.7124,4.0247,2.0534,26.2163
3733.032,4.7124,3.9215,2.0174,26.2144
3721.6916,4.7124,3.8784,2.0621,26.1377
3761.4931,4.7124,3.9039,2.1173,25.8958
3759.6437,4.7124,3.88,2.1649,26.4354
3712.1787,4.7124,3.993,2.0268,26.4753
3742.8912,4.7124,3.8666,2.1338,26.487
3758.2327,4.7124,3.9724,2.1011,26.0643
3728.0004,4.7124,4.0148,1.9918,26.0634
3726.59,4.7124,3.9755,2.143,25.9324
3711.1192,4.7124,3.9312,2.1012,25.981
3699.9494,4.8282,3.9628,2.1417,25.409
3699.4537,5.0564,4.0152,2.0961,25.3539
3697.475,4.7724,3.9996,2.1068,25.047
3698.291,5.0857,3.9746,2.1238,25.4792
3698.3174,4.9269,3.9945,2.0775,25.9379
3698.4354,5.0427,4.0026,2.1023,25.8506
3699.2264,5.0385,3.9672,2.1577,25.9585
3697.5449,4.8661,3.9972,2.0867,25.9776
3699.5641,4.8157,4.0029,2.1232,26.2343
3699.6023,5.0162,3.9763,2.0759,25.2554
3698.4734,5.0396,3.9965,2.1246,25.2555
3699.3863,4.8182,3.9712,2.1343,25.9788
3699.3591,5.0059,3.9924,2.1242,26.4415
3699.4549,4.9544,3.9667,2.1582,25.7091
3699.4974,4.8721,3.9626,2.105,25.0121
3699.9385,4.9697,3.9952,2.0995,26.3527
3697.2536,4.8918,3.9916,2.133,25.2527
3699.9895,5.0066,3.9748,2.1012,25.1815
3698.0047,4.753,3.9996,2.0896,25.3109
3699.2163,4.7754,4.0141,2.0855,25.3069
3707.9143,5.1051,3.9053,2.0519,25.2866
3723.8284,5.1051,3.939,2.0241,25.4326
3710.2903,5.1051,3.9168,2.014,25.6566
3722.5383,5.1051,3.9169,2.0108,25.3517
3715.2246,5.1051,3.9068,1.9859,25.0945
3706.7562,5.1051,3.915,2.0369,25.1792
3714.2986,5.1051,3.9177,2.0045,25.0507
3717.9978,5.1051,3.8974,2.0674,25.1348
3725.457,5.1051,3.9282,2.0213,25.3509
3708.9816,5.1051,3.8736,2.0669,25.4827
3706.3198,5.1051,3.8772,2.0102,25.511
3701.5752,5.1051,3.9261,1.9968,25.6046
3720.519,5.1051,3.9426,2,25.3433
3703.7127,5.1051,3.8793,2.0387,25.2819
3717.1107,5.1051,3.8675,2.0429,25.4944
3698.7484,5.1051,3.9046,2.0115,25.5356
3707.682,5.1051,3.947,2.0546,25.2101
3699.0277,5.1051,3.9446,2.0611,25.6039
3708.8893,5.1051,3.9254,2.0502,25.5706
3699.4395,5.1051,3.9056,2.0474,25.2781
3732.768,5.1051,3.8784,2.1436,26.2156
3737.2083,5.1051,3.8897,2.0194,25.9629
3732.1368,5.1051,4.0199,1.9877,25.8009
3733.0792,5.1051,4.0208,2.0038,26.0115
3735.0486,5.1051,3.9914,2.0246,26.1892
3737.9768,5.1051,3.9319,2.1558,25.945
3733.8714,5.1051,3.9379,2.053,25.7929
3733.9123,5.1051,3.914,2.1432,25.9918
3738.4877,5.1051,3.9748,1.9882,26.1133
3739.1827,5.1051,3.8664,2.0345,26.187
